param,year,unit,season,area,iter,data
a,2001,unique,3,unique,1,NA
b,2001,unique,3,unique,1,NA
a,2002,unique,3,unique,1,NA
b,2002,unique,3,unique,1,NA
a,2003,unique,3,unique,1,NA
b,2003,unique,3,unique,1,NA
a,2004,unique,3,unique,1,NA
b,2004,unique,3,unique,1,NA
a,2005,unique,3,unique,1,NA
b,2005,unique,3,unique,1,NA
a,2006,unique,3,unique,1,NA
b,2006,unique,3,unique,1,NA
a,2007,unique,3,unique,1,NA
b,2007,unique,3,unique,1,NA
a,2008,unique,3,unique,1,NA
b,2008,unique,3,unique,1,NA
a,2009,unique,3,unique,1,915163.2629
b,2009,unique,3,unique,1,94859.59679
a,2010,unique,3,unique,1,976821.8319
b,2010,unique,3,unique,1,130483.4558
a,2011,unique,3,unique,1,938340.5049
b,2011,unique,3,unique,1,122189.1388
a,2012,unique,3,unique,1,872332.3735
b,2012,unique,3,unique,1,86314.94947
a,2013,unique,3,unique,1,1002195.719
b,2013,unique,3,unique,1,151362.4303
a,2014,unique,3,unique,1,987163.9735
b,2014,unique,3,unique,1,157831.576
a,2015,unique,3,unique,1,1020380.21
b,2015,unique,3,unique,1,189186.0792
a,2016,unique,3,unique,1,998288.3449
b,2016,unique,3,unique,1,145873.5696
a,2017,unique,3,unique,1,956402.3902
b,2017,unique,3,unique,1,121317.8212
a,2018,unique,3,unique,1,910965.7741
b,2018,unique,3,unique,1,126188.0444
a,2019,unique,3,unique,1,967899.4132
b,2019,unique,3,unique,1,124121.0127
a,2020,unique,3,unique,1,981193.4874
b,2020,unique,3,unique,1,141246.3176
a,2021,unique,3,unique,1,964630.9077
b,2021,unique,3,unique,1,141575.4161
a,2022,unique,3,unique,1,1007369.342
b,2022,unique,3,unique,1,152750.1634
a,2023,unique,3,unique,1,1051255.932
b,2023,unique,3,unique,1,178379.5965
a,2024,unique,3,unique,1,1001808.263
b,2024,unique,3,unique,1,146120.1426
a,2025,unique,3,unique,1,953936.3169
b,2025,unique,3,unique,1,116994.9057
a,1990,unique,4,unique,1,NA
b,1990,unique,4,unique,1,NA
a,1991,unique,4,unique,1,NA
b,1991,unique,4,unique,1,NA
a,1992,unique,4,unique,1,NA
b,1992,unique,4,unique,1,NA
a,1993,unique,4,unique,1,NA
b,1993,unique,4,unique,1,NA
a,1994,unique,4,unique,1,NA
b,1994,unique,4,unique,1,NA
a,1995,unique,4,unique,1,NA
b,1995,unique,4,unique,1,NA
a,1996,unique,4,unique,1,NA
b,1996,unique,4,unique,1,NA
a,1997,unique,4,unique,1,NA
b,1997,unique,4,unique,1,NA
a,1998,unique,4,unique,1,NA
b,1998,unique,4,unique,1,NA
a,1999,unique,4,unique,1,NA
b,1999,unique,4,unique,1,NA
a,2000,unique,4,unique,1,NA
b,2000,unique,4,unique,1,NA
a,2001,unique,4,unique,1,NA
b,2001,unique,4,unique,1,NA
a,2002,unique,4,unique,1,NA
b,2002,unique,4,unique,1,NA
a,2003,unique,4,unique,1,NA
b,2003,unique,4,unique,1,NA
a,2004,unique,4,unique,1,NA
b,2004,unique,4,unique,1,NA
a,2005,unique,4,unique,1,NA
b,2005,unique,4,unique,1,NA
a,2006,unique,4,unique,1,NA
b,2006,unique,4,unique,1,NA
a,2007,unique,4,unique,1,NA
b,2007,unique,4,unique,1,NA
a,2008,unique,4,unique,1,NA
b,2008,unique,4,unique,1,NA
a,2009,unique,4,unique,1,1017786.33
b,2009,unique,4,unique,1,166904.0888
a,2010,unique,4,unique,1,998281.0021
b,2010,unique,4,unique,1,152685.376
a,2011,unique,4,unique,1,967815.9578
b,2011,unique,4,unique,1,131098.5307
a,2012,unique,4,unique,1,976590.5889
b,2012,unique,4,unique,1,116169.5758
a,2013,unique,4,unique,1,969852.4431
b,2013,unique,4,unique,1,161159.2945
a,2014,unique,4,unique,1,890732.7293
b,2014,unique,4,unique,1,96479.85046
a,2015,unique,4,unique,1,912253.2905
b,2015,unique,4,unique,1,129915.9097
a,2016,unique,4,unique,1,987957.2044
b,2016,unique,4,unique,1,151816.4328
a,2017,unique,4,unique,1,1003852.557
b,2017,unique,4,unique,1,150110.9907
a,2018,unique,4,unique,1,934311.5925
b,2018,unique,4,unique,1,119122.987
a,2019,unique,4,unique,1,1009802.157
b,2019,unique,4,unique,1,160027.8434
a,2020,unique,4,unique,1,944489.4337
b,2020,unique,4,unique,1,103803.8957
a,2021,unique,4,unique,1,909595.3691
b,2021,unique,4,unique,1,95715.97252
a,2022,unique,4,unique,1,956888.5502
b,2022,unique,4,unique,1,121165.8274
a,2023,unique,4,unique,1,942944.9478
b,2023,unique,4,unique,1,118714.7604
a,2024,unique,4,unique,1,944259.3402
b,2024,unique,4,unique,1,134351.617
a,2025,unique,4,unique,1,958212.5089
b,2025,unique,4,unique,1,138719.2177
