"age","year","unit","season","area","iter","data"
0,1990,"1","1","unique","1",9.39803819782772e-08
1,1990,"1","1","unique","1",1.34095751613866e-06
2,1990,"1","1","unique","1",5.42171172767853e-08
3,1990,"1","1","unique","1",1.88954184344718e-09
4,1990,"1","1","unique","1",3.73980630308584e-11
5,1990,"1","1","unique","1",7.67404740968414e-13
6,1990,"1","1","unique","1",6.07637774382711e-14
7,1990,"1","1","unique","1",4.5126853699426e-15
8,1990,"1","1","unique","1",4.2059859409978e-16
9,1990,"1","1","unique","1",4.9276834354654e-17
10,1990,"1","1","unique","1",7.3656162365845e-18
11,1990,"1","1","unique","1",1.36270724713117e-18
12,1990,"1","1","unique","1",2.97949300440282e-19
13,1990,"1","1","unique","1",7.38052039424238e-20
14,1990,"1","1","unique","1",2.00400185808976e-20
15,1990,"1","1","unique","1",9.24159906945311e-21
0,1991,"1","1","unique","1",8.99765374421012e-08
1,1991,"1","1","unique","1",9.84975856098996e-07
2,1991,"1","1","unique","1",6.20740144240374e-08
3,1991,"1","1","unique","1",1.29578536242855e-09
4,1991,"1","1","unique","1",2.95124719510259e-11
5,1991,"1","1","unique","1",8.76871108673543e-13
6,1991,"1","1","unique","1",3.38926659008647e-14
7,1991,"1","1","unique","1",4.02766553564497e-15
8,1991,"1","1","unique","1",3.79372336696165e-16
9,1991,"1","1","unique","1",4.50287460029689e-17
10,1991,"1","1","unique","1",6.80435689328915e-18
11,1991,"1","1","unique","1",1.26855593297447e-18
12,1991,"1","1","unique","1",2.78730420744668e-19
13,1991,"1","1","unique","1",6.92475765151372e-20
14,1991,"1","1","unique","1",1.88334418395913e-20
15,1991,"1","1","unique","1",8.68683763663858e-21
0,1992,"1","1","unique","1",3.69271594059541e-08
1,1992,"1","1","unique","1",7.77452887216243e-07
2,1992,"1","1","unique","1",5.64682470468879e-08
3,1992,"1","1","unique","1",1.82171232346009e-09
4,1992,"1","1","unique","1",2.45840121176405e-11
5,1992,"1","1","unique","1",7.4788685698297e-13
6,1992,"1","1","unique","1",4.13928243970364e-14
7,1992,"1","1","unique","1",2.48045683607274e-15
8,1992,"1","1","unique","1",3.82424249388097e-16
9,1992,"1","1","unique","1",4.61187101275795e-17
